Step: 1000, Reward: -119.41356088221073
Step: 2000, Reward: -223.4963840842247
Step: 3000, Reward: -215.01367308199406
Step: 4000, Reward: -124.12976789474487
Step: 5000, Reward: -40.863035157322884
Step: 6000, Reward: -32.143047243356705
Step: 7000, Reward: -0.2664879634976387
Step: 8000, Reward: -167.26049013063312
Step: 9000, Reward: -182.2929593026638
Step: 10000, Reward: -19.94743025302887
Step: 11000, Reward: -123.51406582444906
Step: 12000, Reward: -108.24144162237644
Step: 13000, Reward: -95.39808832108974
Step: 14000, Reward: -118.34799210727215
Step: 15000, Reward: -60.30066558718681
Step: 16000, Reward: 22.27656814455986
Step: 17000, Reward: -24.558761581778526
Step: 18000, Reward: -115.99735780060291
Step: 19000, Reward: -33.25711204111576
Step: 20000, Reward: -298.9558527469635
Step: 21000, Reward: -147.95004303753376
Step: 22000, Reward: -27.197122000157833
Step: 23000, Reward: 67.02722159773111
Step: 24000, Reward: -60.50536988675594
Step: 25000, Reward: 34.572680443525314
Step: 26000, Reward: -290.62745629251003
Step: 27000, Reward: -147.3975129276514
Step: 28000, Reward: 47.167189076542854
Step: 29000, Reward: -113.33185517787933
Step: 30000, Reward: -26.412588506937027
Step: 31000, Reward: -23.34090208262205
Step: 32000, Reward: -30.038046330213547
Step: 33000, Reward: 37.070006273686886
Step: 34000, Reward: -123.27653063833714
Step: 35000, Reward: -8.19791816920042
Step: 36000, Reward: -260.7785452455282
Step: 37000, Reward: 52.78003377467394
Step: 38000, Reward: -8.692767448723316
Step: 39000, Reward: -169.06817760318518
Step: 40000, Reward: -31.72598058730364
Step: 41000, Reward: -97.29542078822851
Step: 42000, Reward: -83.2935948073864
Step: 43000, Reward: -342.3329968228936
Step: 44000, Reward: -139.23791467398405
Step: 45000, Reward: -105.23038540780544
Step: 46000, Reward: -110.88829620182514
Step: 47000, Reward: -12.954834200441837
Step: 48000, Reward: -122.97587705403566
Step: 49000, Reward: -124.40027153491974
Step: 50000, Reward: -248.37779083848
Step: 51000, Reward: -624.2952039837837
Step: 52000, Reward: -298.9526803791523
Step: 53000, Reward: -206.6303879097104
Step: 54000, Reward: -387.1499994248152
Step: 55000, Reward: -258.4003490284085
Step: 56000, Reward: 0.724662184715271
Step: 57000, Reward: -406.9080834463239
Step: 58000, Reward: -318.88517577946186
Step: 59000, Reward: -216.04790227115154
Step: 60000, Reward: -260.5728740170598
Step: 61000, Reward: -454.0379309654236
Step: 62000, Reward: 23.053034618496895
Step: 63000, Reward: -156.19530346244574
Step: 64000, Reward: -126.28079432249069
Step: 65000, Reward: -197.34477417171001
Step: 66000, Reward: 17.21661802381277
Step: 67000, Reward: -185.82867027819157
Step: 68000, Reward: -219.6020069718361
Step: 69000, Reward: -406.4967015609145
Step: 70000, Reward: -232.09013427048922
Step: 71000, Reward: -47.10666474699974
Step: 72000, Reward: -172.01400461792946
Step: 73000, Reward: -163.99418199807405
Step: 74000, Reward: -38.95498136430979
Step: 75000, Reward: 36.88049275428057
Step: 76000, Reward: -58.094932816922665
Step: 77000, Reward: 25.220776721835136
Step: 78000, Reward: -85.41110967099667
Step: 79000, Reward: -7.637361757457256
Step: 80000, Reward: -7.5109812170267105
Step: 81000, Reward: -478.29344007372856
Step: 82000, Reward: 67.58705531060696
Step: 83000, Reward: 38.23252372443676
Step: 84000, Reward: 52.47144488245249
Step: 85000, Reward: 12.417727254331112
Step: 86000, Reward: 65.62942799180746
Step: 87000, Reward: 111.4157702177763
Step: 88000, Reward: 117.2430509775877
Step: 89000, Reward: 48.024807184934616
Step: 90000, Reward: 97.43447928130627
Step: 91000, Reward: 96.62938525527716
Step: 92000, Reward: 125.6734366863966
Step: 93000, Reward: 78.60832124203444
Step: 94000, Reward: 63.96973905712366
Step: 95000, Reward: 108.60144486278296
Step: 96000, Reward: 107.12578938156366
Step: 97000, Reward: 84.15774732083082
Step: 98000, Reward: 96.61076693236828
Step: 99000, Reward: 189.93077339231968
Step: 100000, Reward: 95.62347189337015
Step: 101000, Reward: 173.23534202575684
Step: 102000, Reward: 148.5133465975523
Step: 103000, Reward: 104.37990617752075
Step: 104000, Reward: 154.75679384171963
Step: 105000, Reward: 140.70148281008005
Step: 106000, Reward: 138.45889180153608
Step: 107000, Reward: 117.75005479902029
Step: 108000, Reward: 154.35037272050977
Step: 109000, Reward: 179.63795725256205
Step: 110000, Reward: 171.9889477044344
Step: 111000, Reward: 153.64282857626677
Step: 112000, Reward: 231.05685912817717
Step: 113000, Reward: 230.09140770882368
Step: 114000, Reward: 178.8567909374833
Step: 115000, Reward: 322.2012131512165
Step: 116000, Reward: 278.9583036676049
Step: 117000, Reward: 228.2912973165512
Step: 118000, Reward: 245.1394566707313
Step: 119000, Reward: 200.75497394055128
Step: 120000, Reward: 187.81908886134624
Step: 121000, Reward: 235.80853130295873
Step: 122000, Reward: 230.41116068139672
Step: 123000, Reward: 213.56599658727646
Step: 124000, Reward: 266.32396053522825
Step: 125000, Reward: 246.5544482693076
Step: 126000, Reward: 266.3082373663783
Step: 127000, Reward: 271.7532793469727
Step: 128000, Reward: 337.21239098906517
Step: 129000, Reward: 305.41614820063114
Step: 130000, Reward: 351.85477812588215
Step: 131000, Reward: 335.9052088484168
Step: 132000, Reward: 234.35733740776777
Step: 133000, Reward: 242.9142565317452
Step: 134000, Reward: 249.91338374465704
Step: 135000, Reward: 308.4478829279542
Step: 136000, Reward: 254.53955459594727
