Step: 1000, Reward: -106.49027689546347
Step: 77000, Reward: -963.5233747512102
Step: 78000, Reward: -1208.3751050829887
Step: 79000, Reward: -917.3868865966797
Step: 80000, Reward: -861.18437692523
Step: 81000, Reward: -1317.7418760359287
Step: 82000, Reward: -1155.0704335570335
Step: 83000, Reward: -922.8564873486757
Step: 84000, Reward: -1117.3454787284136
Step: 85000, Reward: -952.0586893707514
Step: 86000, Reward: -568.4518761783838
Step: 87000, Reward: -778.3281780779362
Step: 88000, Reward: -1046.2312496453524
Step: 89000, Reward: -1060.484506905079
Step: 90000, Reward: -764.2276730388403
Step: 91000, Reward: -565.24318356812
Step: 92000, Reward: -1013.5912462174892
Step: 93000, Reward: -1393.7030316889286
Step: 94000, Reward: -1136.3654392808676
Step: 95000, Reward: -1020.5814446359873
Step: 96000, Reward: -1046.357196971774
Step: 97000, Reward: -1099.718462690711
Step: 98000, Reward: -1043.0762725025415
Step: 99000, Reward: -922.7636038064957
Step: 100000, Reward: -1148.9741899967194
Step: 101000, Reward: -960.7375277876854
Step: 102000, Reward: -1038.3483978509903
Step: 103000, Reward: -1017.290172174573
Step: 104000, Reward: -990.7548443377018
Step: 105000, Reward: -1197.3794734030962
Step: 106000, Reward: -605.7847387343645
Step: 107000, Reward: -1119.7018831968307
Step: 108000, Reward: -1305.3209078758955
Step: 109000, Reward: -1108.6902336776257
Step: 110000, Reward: -1021.0595206320286
Step: 111000, Reward: -747.9415047615767
Step: 112000, Reward: 96.29779994487762
Step: 113000, Reward: -301.50441594421864
Step: 114000, Reward: -252.76312996447086
Step: 115000, Reward: -199.00383128225803
Step: 116000, Reward: -249.49848446249962
Step: 117000, Reward: -394.18513438105583
Step: 118000, Reward: -370.2346518933773
Step: 119000, Reward: -76.09040922671556
Step: 120000, Reward: -143.77863352000713
Step: 121000, Reward: -137.74650655686855
Step: 122000, Reward: -168.602731436491
Step: 123000, Reward: -194.50661286711693
Step: 124000, Reward: -489.4696381390095
Step: 125000, Reward: -154.9668732136488
Step: 126000, Reward: -226.43345686793327
Step: 127000, Reward: -214.68467704951763
Step: 128000, Reward: -9129.018750682473
Step: 129000, Reward: -186.17890731990337
Step: 130000, Reward: -309.9265610128641
Step: 131000, Reward: -281.04605293273926
Step: 132000, Reward: -132.00898006558418
Step: 133000, Reward: -260.60314275324345
Step: 134000, Reward: -350.8858284726739
Step: 135000, Reward: -226.19960044324398
Step: 136000, Reward: -63.464742444455624
Step: 137000, Reward: -591.7099365741014
Step: 138000, Reward: -489.00935657322407
Step: 139000, Reward: -298.1692568063736
Step: 140000, Reward: -504.7668636441231
Step: 141000, Reward: -9438.841792955995
Step: 142000, Reward: -401.9025321006775
Step: 143000, Reward: 20.64470960944891
Step: 144000, Reward: 8.047141887247562
Step: 145000, Reward: 54.29324009269476
Step: 146000, Reward: -1.5781525075435638
