Step: 1000, Reward: -180.8518331348896
Step: 2000, Reward: -261.265745729208
Step: 3000, Reward: -333.9596267491579
Step: 4000, Reward: 64.763473585248
Step: 5000, Reward: -253.9371581375599
Step: 6000, Reward: -44.748354107141495
Step: 7000, Reward: -122.75477206707001
Step: 8000, Reward: -209.36456182599068
Step: 9000, Reward: -939.7991923093796
Step: 10000, Reward: 13.326865375041962
Step: 11000, Reward: -108.77228060364723
Step: 12000, Reward: -7.827586844563484
Step: 13000, Reward: -434.6803457736969
Step: 14000, Reward: -17.35753419995308
Step: 15000, Reward: -586.2293292284012
Step: 16000, Reward: 19.150511294603348
Step: 17000, Reward: -263.35084876418114
Step: 18000, Reward: 0.6546337008476257
Step: 19000, Reward: -144.66388314962387
Step: 20000, Reward: -227.05650179088116
Step: 21000, Reward: -126.37731644511223
Step: 22000, Reward: -105.7965517938137
Step: 23000, Reward: -228.238476395607
Step: 24000, Reward: -399.4996752142906
Step: 25000, Reward: 7.16571880877018
Step: 26000, Reward: 42.45222379267216
Step: 27000, Reward: -237.48808026313782
Step: 28000, Reward: -24.203644663095474
Step: 29000, Reward: -5.236155077815056
Step: 30000, Reward: -42.604430347681046
Step: 31000, Reward: -325.1609187722206
Step: 32000, Reward: -48.56187355518341
Step: 33000, Reward: -324.1918607354164
Step: 34000, Reward: 85.09738586843014
Step: 35000, Reward: -21.52223938703537
Step: 36000, Reward: -38.63044971227646
Step: 37000, Reward: -56.244787871837616
Step: 38000, Reward: -119.16869497299194
Step: 39000, Reward: 56.772985711693764
Step: 40000, Reward: -342.2452604919672
Step: 41000, Reward: -104.32808539271355
Step: 42000, Reward: 34.803112745285034
Step: 43000, Reward: -23.665879487991333
Step: 44000, Reward: 61.915316075086594
Step: 45000, Reward: -123.67338764667511
Step: 46000, Reward: 40.897505551576614
Step: 47000, Reward: -64.56927132606506
Step: 48000, Reward: 61.516663148999214
Step: 49000, Reward: 108.02190095186234
Step: 50000, Reward: 39.45460008084774
Step: 51000, Reward: -22.16023065149784
Step: 52000, Reward: -90.38029809296131
Step: 53000, Reward: 23.139204889535904
Step: 54000, Reward: 85.47933369874954
Step: 55000, Reward: 49.925009682774544
Step: 56000, Reward: 20.37983113527298
Step: 57000, Reward: 56.74889013171196
Step: 58000, Reward: 53.572403490543365
Step: 59000, Reward: 115.87344364076853
Step: 60000, Reward: 86.06343676894903
Step: 61000, Reward: 85.59440319240093
Step: 62000, Reward: -86.51877510547638
Step: 63000, Reward: 92.89146765321493
Step: 64000, Reward: 84.90358078479767
Step: 65000, Reward: 101.31285771727562
Step: 66000, Reward: 19.892921805381775
Step: 67000, Reward: 61.75795587152243
Step: 68000, Reward: 110.2020198404789
Step: 69000, Reward: 14.103962436318398
Step: 70000, Reward: 45.37607268989086
Step: 71000, Reward: 101.63241148740053
Step: 72000, Reward: 85.38103996962309
Step: 73000, Reward: 55.293578028678894
Step: 74000, Reward: 76.59609995782375
Step: 75000, Reward: 126.30677050352097
Step: 76000, Reward: 44.80361485481262
Step: 77000, Reward: 53.260062016546726
Step: 78000, Reward: 129.69326561689377
Step: 79000, Reward: 80.23085470497608
Step: 80000, Reward: 115.99807658791542
Step: 81000, Reward: 31.45854341983795
Step: 82000, Reward: 9.38423204421997
Step: 83000, Reward: 88.34272946417332
Step: 84000, Reward: 170.1302345097065
Step: 85000, Reward: 34.468629598617554
Step: 86000, Reward: 128.91615763306618
Step: 87000, Reward: 247.50860029459
Step: 88000, Reward: 135.09959462285042
Step: 89000, Reward: 123.44694899767637
Step: 90000, Reward: 182.68930254131556
Step: 91000, Reward: 139.45992989093065
Step: 92000, Reward: 99.34573338925838
Step: 93000, Reward: 98.38035206496716
Step: 94000, Reward: -7.038728103041649
Step: 95000, Reward: 121.43932426720858
Step: 96000, Reward: 193.905702739954
Step: 97000, Reward: 260.24047407507896
Step: 98000, Reward: 151.7410631030798
Step: 99000, Reward: 129.26475900411606
Step: 100000, Reward: 147.16434422135353
Step: 101000, Reward: 162.27204359322786
Step: 102000, Reward: 173.58695743232965
Step: 103000, Reward: 134.73108423501253
Step: 104000, Reward: 129.93667136877775
Step: 105000, Reward: 213.13927241414785
Step: 106000, Reward: 207.60946306586266
Step: 107000, Reward: 110.69532063603401
Step: 108000, Reward: 102.59294079989195
Step: 109000, Reward: 88.60369286686182
Step: 110000, Reward: 198.34873534739017
Step: 111000, Reward: 202.00719663500786
Step: 112000, Reward: 169.07383862882853
Step: 113000, Reward: 123.67505322396755
Step: 114000, Reward: 219.46028588712215
Step: 115000, Reward: 173.84766543656588
Step: 116000, Reward: 162.08815445750952
Step: 117000, Reward: 298.24439541995525
Step: 118000, Reward: 258.0456630885601
Step: 119000, Reward: 172.74034666270018
Step: 120000, Reward: 147.454529248178
Step: 121000, Reward: 97.19907240569592
Step: 122000, Reward: 252.87956434488297
Step: 123000, Reward: 234.17920004576445
Step: 124000, Reward: 70.10282941907644
Step: 125000, Reward: 132.03757633268833
Step: 126000, Reward: 161.36338204145432
Step: 127000, Reward: 121.01918611675501
Step: 128000, Reward: 139.41047064960003
Step: 129000, Reward: 116.99833658337593
Step: 130000, Reward: 252.18417254835367
Step: 131000, Reward: 100.67184079438448
Step: 132000, Reward: 200.42894456535578
Step: 133000, Reward: 221.09512277692556
Step: 134000, Reward: 240.94731609523296
Step: 135000, Reward: 291.31455074995756
Step: 136000, Reward: 207.98405181616545
Step: 137000, Reward: 189.68862275779247
Step: 138000, Reward: 133.68442761152983
Step: 139000, Reward: 221.28310369700193
Step: 140000, Reward: 223.36050184071064
Step: 141000, Reward: 230.43576207011938
Step: 142000, Reward: 190.74703880399466
Step: 143000, Reward: 177.89199742674828
